,link,title,description,catagory
10,Z0g9boDxH,Understanding 5G technology | Science and Technology |civilsprep,"5G technology is the emerging cellular technology. 
In this regard Government is planning to auction the spectrum for 5G in the next 100 days. 
This video is regarding the discussion on the 5G technology. 
It consists of 
1. Comparison of 1G , 2G , 3G, 4G, 5G technologies. 
2. Applications of 5G technology. 

To download the slides mentioned in the video click on the below link


Enjoy learning. 


La Excellence is the best channel for your Current Affairs Preparation. You can watch daily The Hindu News Paper Analysis in Telugu, English , Kannada through our channel. 

Learn from the best-with the best !!!

To download Current Affairs notes click on the below link



To Join the telegram channel for model answer CLICK HERE 


To follow our FB 

To follow our youtube channel for State services 

Please Call for more Info at 9052 69 29 29 
                                                  9052 19 29 29",Science and Technology
11,LaVH23Z1IP,"Gravitation Part 1,Science and technology, 10 ssc Maharashtra,New syllabus","Part 2- https://www.youtube.com/watch?v=1PGKW...
Part 3- https://www.youtube.com/watch?v=IzuEI...
Part 4- https://www.youtube.com/watch?v=a0f1m...
Part 5- 
Part 6- 
Gravitation Part 1
Science and Technology
10 ssc Maharashtra
New syllabus",Science and Technology
12,DJUzVC2RE9,#SCIENCE & TECHNOLOGY #CURRENTAFFAIRS2018 (AUGUST - OCTOBER) #विज्ञान प्रौद्योगिकी #2018,"For previous part of this video click - https://www.youtube.com/watch?v=ep82C...

please note - Shakti is the name of India's first microprocessor (not sikhar)- 

SCIENCE & TECHNOLOGY CURRENT AFFAIRS 2018 (AUGUST - OCTOBER ) 2018 with explanation. These are important current affairs for RAILWAY EXAMS|| SSC CGL || SSC CHSL || METRO EXAMS|| STATE PSC || AFCAT || BSNL EXAM|| etc exams . 
------------------------------------------------------------------------------------------------
विज्ञान और प्रौद्योगिकी वर्तमान मामलों 2018 (जनवरी - जून) 2018 स्पष्टीकरण के साथ। रेलवे परीक्षाओं के लिए ये महत्वपूर्ण वर्तमान मामले हैं एसएससी सीजीएल || एसएससी सीएचएसएल || मेट्रो परीक्षा || राज्य पीएससी || एएफसीएटी || बीएसएनएल परीक्षा || आदि परीक्षाएं।
----------------------------------------------------
एग्जाम फोकस करंट अफेयर्स 2018 
साइंस टेक्नोलॉजी करंट अफेयर्स 2018
लास्ट 3 मंथ करंट अफेयर्स",Science and Technology
13,MB27CZFs_O,"Science & technology ,MCQs శాస్త్ర సాంకేతిక రంగం APPSC TSPSC","గ్రూప్స్ మెటీరియల్ free  Download :-
 https://competitiveguidencetelugu.blog/

basics in science,  developments in sceince & technology
informtion technology
news trends in science & technology
APPSC, TSPSC, ALL EXAMS SCREENING TESTS
MAINS TESTS  ",Science and Technology
14,7kbOStEXecU,Science and technology (विज्ञान और प्रौद्योगिकी) के 50 महत्वपूर्ण प्रश्न,"इस Video का PDF इस Link से जल्दी से Download करे-
https://t.me/studyinhindi
or
Telegram par Search करे @studyinhindi वहा से download कर ले।

(Note: Telegram App, Playstore से Download कर ले यदि ना हो तो, ताकि सभी PDF आप Download कर पाओ)

---------------------------------------###---------------------------------
Online Mock Test का लिंक-



30 Mock Test for Railway Groups D 2018

Price - 149 Rs (20% off for Study In Hindi Subscribers)

Discount Code : studyinhindi

Contact No : 07554933436

Contact Me : @omjaiswalvns (Telegram पर)

(Test सम्बंधित कोई भी समस्या, सुझाव, समाधान के लिए उपर नम्बर पर सम्पर्क कर लिखिएगा)

---------------------------------------###---------------------------------

Study Note, PDF Book & Exams update के लिए जल्दी से Telegram Join कर ले.....


ये सभी Course रेलवे Group D के लिए जरूर देख लेना, बहुत महत्वपूर्ण है......

Railway 150 गणित के प्रश्न for Group D-


Railway 600 विज्ञान के प्रश्न for Group D-


Railway (All In One Course) Reasoning, Math,  Science & GK- 


Follow me on Unacademy....


Follow us on Instagram.....


Like our Facebook Page.....


Join me on Facebook....


Join me on Instagram.....


  

About - ""Study In Hindi"" is an Educational YouTube channel which provides free online classes for SSC, IBPS, CHSL, mts,  Locopilot ,   Group D , sbi clerk , rbi,uppsc , ro/aro, lower pcs ,upsc  also we provides free study material, free online coaching, free pdf of books for , , , grammer,and  awareness.





 ",Science and Technology
15,LdpXuw1Nh1g,"UPSC CSE Prelims 2019 Science & Technology Current Affairs 2018-19 yearly roundup, Set 2 हिंदी में","#StudyIQ Pendrive Courses for Various Govt. Exams, Click here http://bit.ly/2QcdLOd to know in detail OR Call 95-8004-8004 

UPSC/CSE - This is our Flagship & Most Selling Course. This course covered Length & Breadth of UPSC vast syllabus and made by Elite & Very best faculties from all over India with StudyIQ Trust. Click here  to watch Demo Videos, Course Content, Authors, Etc. 

SSC & Bank - This is our oldest Course, made by Founders of StudyIQ. 1000+ videos so far and new videos added every week. Click here  to know more. 

UPSC Optionals - We have covered almost all major UPSC Optionals. Click here  to find yours 

State Exams PSCs - Currently we have 18 States covered, More to come, Choose your state. Click  to watch demo videos, know about authors and all. 

Defense Exams - CDS, NDA, CAPF, SSB, AFCAT, Airforce. Click here  to get into the Army, Navy or Airforce 

SSC JE Exams - Civil, Mechanical, Electrical, Electronics. Click here  to know more

RBI Grade B - Grade B is the most popular Job after IAS. This course made by well-experienced faculties of Study IQ. Click here  to watch demo videos, Authors, Course content.

NTA NET - Start your preparation for UGC(NTA) NET prestigious exam. We have courses for both Paper 1 & 2. Click here  to check 

UPSC Prelim Test Series - Our flagship test series for UPSC Prelims. More than 60% Sucess rate in 2018. Click here  to enroll right now 

DMRC Exams - Courses for Delhi Metro Technical & Non-Technical Exams. Click here  to know more

Insurance Exams - LIC, NICL, and other insurance exams. Click here  to know more

Law Exams - Find courses for Undergraduate and Judiciary Exams. Click here  to check

Railway Jobs - More than 1.5 Lac jobs to come this year. Start your preparation with us for Tech or Non-Tech posts. Click here   to check the available courses

Teaching Jobs - CTET, DSSSB. Click here  to know more

NABARD Grade A - 

Have a doubt? Click here  to start instant Chat with our Sale team or you can 

_

Click here  to Sponsor Study IQ

UPSCIQ Magazine -  || Bank IQ Magazine - 

Daily Current Affairs  - 

Follow us on Instagram - 

Download All Videos PDFs -  || Join StudyIQ on Telegram - 

Monthly Current Affairs - 

Topic Wise Current Affairs - 

Free PDFs -  || Free Quiz -  || Free Video Courses - ""
Follow us on Facebook - 
Telegram - 

The Hindu Editorial Analysis - 
Current Affairs by Dr Gaurav Garg - 
UPSC/IAS Burning Issues analysis- 
World History for UPSC - 
Indian History  - 

Follow us on Facebook - 
Follow Dr Gaurav Garg on Facebook - 

UPSC/IAS past papers questions - 
SSC CGL + IBPS Quantitative tricks - 
English Vocabulary - 
Reasoning tricks for Bank PO + SSC CGL- 
Error spotting / Sentence correction  
Static GK complete- 
Complete GK + Current Affairs for all exams- 
World History - UPSC / IAS - 
Learn English for SSC CGL, Bank PO 
Science and Technology for UPSC/IAS - 
Philosophy for UPSC/IAS - 
Yojana Magazine analysis -
History for SSC CGL + Railways NTPC - ",Science and Technology
16,82CmKsQ5Y,#SCIENCE & TECHNOLOGY #CURRENT AFFAIRS 2018 (JANUARY - JUNE) #विज्ञान प्रौद्योगिकी #2018,"For one liner of this video - http://www.myexamnotes.com/2018/07/sc... check this

SCIENCE & TECHNOLOGY CURRENT AFFAIRS 2018 (JANUARY - JUNE ) 2018 with explanation. These are important current affairs for RAILWAY EXAMS|| SSC CGL || SSC CHSL || METRO EXAMS|| STATE PSC || AFCAT || BSNL EXAM|| etc exams . 
------------------------------------------------------------------------------------------------
विज्ञान और प्रौद्योगिकी वर्तमान मामलों 2018 (जनवरी - जून) 2018 स्पष्टीकरण के साथ। रेलवे परीक्षाओं के लिए ये महत्वपूर्ण वर्तमान मामले हैं एसएससी सीजीएल || एसएससी सीएचएसएल || मेट्रो परीक्षा || राज्य पीएससी || एएफसीएटी || बीएसएनएल परीक्षा || आदि परीक्षाएं।",Science and Technology
17,lGzyZyQoN8Y,Davos 2019 - The Future of Science and Technology in Society,"Public confidence in the scientific community is higher than other groups, and yet public trust in technology companies has eroded, according to US-based studies by the Pew Research Center. How are changing perceptions about science and technology reshaping politics, business and public policy?

Speakers:
· Sarah bint Yousif Al Amiri, Minister of State for Advanced Sciences of the United Arab Emirates.
· Carlos Moedas, Commissioner for Research, Science and Innovation, European Commission, Brussels.
· Brian Schmidt, Vice-Chancellor, Australian National University, Australia.
· Lars Rebien Sorensen, Chairman of the Board of Directors, Novo Nordisk Foundation, Denmark.
· Ulrich Spiesshofer, President and Chief Executive Officer, ABB, Switzerland.

Moderated by:
· Magdalena Skipper, Editor-in-Chief, Nature, Nature Research, USA.",Science and Technology
18,JL3goXA5vBM,"#Science and technology in telugu | Most Imp sci and tech bits for RRB,PC,SI all competitive exams","most important 1000 practice bits in science and technology in telugu for all competitive exams | practice bits | online coaching |part-1

సైన్స్ అండ్ టెక్నాలజీ ప్రాక్టీస్ బిట్స్ :RRB,PC,SI for all competitive exams
science and technology most important 1000 practice bits in telugu RRB,PC,SI science and technology video for the preparation of competitive exams for all government jobs

This video explains the how to answer the multiple choice questions from science and technology in telugu  in detail with smart methods and shortcut techniques in telugu language.
 |100 chemistry questions in telugu జనరల్ సైన్స్ కెమిస్ట్రీ బిట్స్ bits |competitive exams



most important 100 physics bits in telugu జనరల్ సైన్స్  ఫిజిక్స్ ప్రాక్టీస్ బిట్స్ :RRB,PC,SIT for all competitive exams

BIOLOGY |100 most important జనరల్ సైన్స్ బయాలజీ ప్రాక్టీస్ బిట్స్in telugu for all competitive exams

most imp 100 biology practice bits in telugu జనరల్ సైన్స్బయాలజీ 
most imp 100 chemistry bits telugu | జనరల్ సైన్స్ కెమిస్ట్రీ | RRB,PC,SI for competitive exams

playlist : 

1-most imp 100 biology practice bits telugu జనరల్ సైన్స్ బయాలజీ :TET DSC for all competitive exams


playlist :



most imp 100 biology practice bits telugu జనరల్ సైన్స్ బయాలజీ :RRB,PC,SI for all competitive exams



most imp 100 chemistry bits telugu | జనరల్ సైన్స్ కెమిస్ట్రీ | TET DSC SGT for competitive exams


Eduscope presents smart animated science videos for the benefit of telugu medium students of Andhra Pradesh state board and Telangana state board, school, college students and competitive examination aspirants. These videos help to understand the core concepts of general science, General studies, English Grammar, Mathematics Techniques  in telugu medium. 
 సైన్స్






more videos : 
Physics scientists : జనరల్ సైన్స్ ఫిజిక్స్ bits telugu : TET DSC SGT competitive exams coaching

Chemistry scientists : జనరల్ సైన్స్ కెమిస్ట్రీ bits telugu : TET DSC SGT competitive exams coaching

జనరల్ సైన్స్ బయాలజీ : General science biology bits telugu : Bio scientists -discoveries :TET DSC SGT

జనరల్ సైన్స్ బయాలజీ ప్రాక్టీస్ బిట్స్: General science biology bits in telugu : plants : TET DSC SGT

జనరల్ సైన్స్ బయాలజీ ప్రాక్టీస్ బిట్స్: General science biology bits in telugu : classification of animals : TET DSC SGT

జనరల్ సైన్స్ బయాలజీ : General cience biology bits (telugu) : Scientific names of plants :TET DSC SGT
 
జనరల్ సైన్స్ బయాలజీ: General science biology bits (telugu) :Scientific names of animals :TET DSC SGT


జనరల్ సైన్స్ బయాలజీ ప్రాక్టీస్ బిట్స్:General science biology bits in telugu :Diseases : TET DSC SGT  : 
జనరల్ సైన్స్ బయాలజీ ప్రాక్టీస్ బిట్స్: General science biology bits in telugu : పోషణ : TET DSC SGT: 
Human respiratory system in telugu : TET DSC SGT Biology :మానవ శ్వాస వ్యవస్థ  : Biology Video for Competitive Exams : 



Engage with us",Science and Technology
19,BjVTs9JkaU0,Unacademy - Science and Technology: Introduction 1.1 UPSC IAS Preparation Roman Saini,"Finally, the most demanded series, for which all of you were waiting, is here. Yes, it deals with SnT (Science and Technology) portion of CSE- both prelims and mains. It talks about general perception of science among public at large, why is it part of syllabus, use of e-governance, classification of all the sciences on the basis of scale at which it operates, syllabus of prelims and mains according to UPSC notification, Resources of SnT in decreasing order of importance, topics to be read from class XI and XII PCB NCERT, sections to be avoided, 4 types of questions from SnT section and ending with some eye openers points.


Visit us at  and 

Video by Unacademy for IAS Preparation. How to prepare for IAS exam, Best IAS Coaching, IAS Civil Services Syllabus, Study Material for IAS Exam, IAS Civil Services Exam, UPSC Preparation, Tips for IAS, Material for IAS Preparation, UPSC Exam Material, IAS How to prepare, Other good resources: Mrunal and Clearias , IAS preparation tips, How to prepare for IAS 2015, Roman Saini Video",Science and Technology
