,link,title,description,catagory
10,q0mokx-ii,Gavin Miller: Adobe Research | Artificial Intelligence (AI) Podcast,"Gavin Miller is the Head of Adobe Research. Adobe have empowered artists, designers, and creative minds from all professions working in the digital medium for over 30 years with software such as Photoshop, Illustrator, Premiere, After Effects, InDesign, Audition that work with images, video, and audio. Adobe Research is working to define the future evolution of these products in a way that makes the life of creatives easier, automates the tedious tasks, and gives more & more time to operate in the idea space instead of pixel space. This is where the cutting-edge deep learning methods of the past decade can shine more than perhaps any other application. Gavin is the embodiment of combing tech and creativity. Outside of Adobe Research, he writes poetry & builds robots. This conversation is part of the Artificial Intelligence podcast at MIT and beyond. Audio podcast version is available on 

INFO:
Podcast website: 
Course website: 
YouTube Playlist: 

OUTLINE:
 - Introduction
 - Poetry & crossover to creative work
 - Turning one medium into another
 - Creative process in both the space pixels and ideas
 - Improving workflow in Adobe tools with AI
 - Taking ideas from prototype to product
 - Learning how to use Adobe tools
 - Applications of deep learning
 - Improving user experience from data
 - Augmented reality and virtual reality
 - Resistance to change
 - Poem - Today I Left My Phone at Home
 - Illusion of beauty in digital space
 - Secret to a thriving research lab
 - Future ideas in Adobe Research
 - Robotics and animation in the physical world
 - Poem - Cast My Ashes Wide and Far


CONNECT:
- Subscribe to this YouTube channel
- Twitter: 
- LinkedIn: 
- Facebook: 
- Instagram: 
- Medium: ",Science and Technology
11,KH29tdjXrlE,What You Need To Know About A.I. In The Changing World,"Can new Artificial Intelligence technologies revolutionize the near future?  What will happen to the human race?


Facebook Data Policy: [0]=Instagram%20Help&bc[1]=Privacy%20and%20Safety%20Center


SUBSCRIBE
Like and Share",Science and Technology
12,SSEZei-lB7Q,A 13 year old on Artificial Intelligence,A 13 year old Indian origin champ on Artificial Intelligence,Science and Technology
13,FU6ZzRs6szE,Hill Climbing Algorithm | Artificial Intelligence | (Eng-Hindi) | #13,"hill climbing search algorithm

1 hill climbing algorithm evaluate initial state, if its goal state quit, otherwise make current state as initial state
2 select a operator that could generate a new state
3 evaluate new state if closer to goal make it current state if not better ignore this state
4 if current goal state than quit otherwise repeat.

Follow us on :
Facebook : 
Instagram : 
Twitter : 


Tags :
hill climbing search algorithm,hill climbing in ai,hill climbing in artificial intelligence,hill climbing algoritm,artificial intelligence hill climbing,ai hill climbing search algorithm,what is hill climbing search algorithm ?,explanantion of hill climbing search algorithm,hill climbing explanation,hill climbing working,hill climbing serach algorithm notes,artificial,intelligence,ai,algorithm,well academy",Science and Technology
14,S5t6K9iwcd,Interview With The Lifelike Hot Robot Named Sophia (Full) | CNBC,"CNBC's Andrew Ross Sorkin interviews Sophia, a humanoid robot, about the future of artificial intelligence at a Future Investment Institute panel in Saudi Arabia on Wednesday.
» Subscribe to CNBC: 

About CNBC: From 'Wall Street' to 'Main Street' to award winning original documentaries and Reality TV series, CNBC has you covered. Experience special sneak peeks of your favorite shows, exclusive video and more.

Connect with CNBC News Online
Get the latest news: 
Find CNBC News on Facebook: 
Follow CNBC News on Twitter: 
Follow CNBC News on Google+: 
Follow CNBC News on Instagram: 

Interview With The Lifelike Hot Robot Named Sophia | CNBC",Science and Technology
15,TSbvYBx4eg,The human pursuit of artificial intelligence | Thore Graepel | TEDxExeter,"What is intelligence? And how can we create it in machines? Thore Graepel takes us inside the world of artificial intelligence (AI) and reveals its potential to solve some of the biggest problems facing the world today. He argues that there is nothing more human than the pursuit of artificial intelligence.


Thore Graepel is a research group lead at DeepMind and chair of machine learning at University College London. His research into artificial intelligence has helped to develop systems used by Xbox Live and Bing. Thore recently contributed to creating AlphaGo, the first computer program to defeat a human professional player in the full-sized game of Go.


__


At TEDxExeter 2019 our theme was The Art of the Possible. We’re living in an age of polarity where many communities are feeling more and more divided, against a backdrop of increasingly populist politics which risk dividing us even further. Our talks offer an opportunity to pause and consider the future we want to create, the possibilities that may be obscured in the busyness of our everyday lives, and how we might get there.
Find out more about TEDxExeter at www.tedxexeter.com


TEDxExeter CURATOR: Claire Kennedy - @clairekennedy__
PRODUCTION: First Sight Media -  @firstsightmedia Thore Graepel is a research group lead at Google DeepMind and chair of machine learning at University College London. His research into artificial intelligence has helped to develop systems used by Xbox Live and Bing. Thore recently contributed to creating AlphaGo, the first computer program to defeat a human professional player in the full-sized game of Go. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at ",Science and Technology
16,B3I5kbdPPuM,AO* Algorithm in artificial intelligence in hindi | #18,"Follow us on :
Facebook : https://www.facebook.com/wellacademy/
Instagram : https://instagram.com/well_academy
Twitter : ",Science and Technology
17,B-Osn1gMN,Elon Musk's Last Warning About Artificial Intelligence,"Elon Musk Merchandise Store:  🙌 https://promusk.com/  🙌
Badass T-Shirts, Mugs and Smartphone cases:  🙌🏻   🙌🏻
Christmas Merch for your Grandma:  🙌   🙌



Subscribe for weekly Elon Musk videos",Science and Technology
18,0fQYmHXnWnE,Artificial Intelligence | Tutorial #7 | Constraint Satisfaction Problem,Ranji Raj,Science and Technology
19,Vpf-QKGZg8,"क्या रोबोट्स इंसानो के लिए खतरा है ? | Artificial Intelligence, Robots - Science of Robotic Era","Artificial Intelligence is the future. In our daily use of technological devices like smartphones and computers, we always experience this technology. But is artificial intelligence a threat for humans?

References:",Science and Technology
