,link,title,description,catagory
10,_veGecgvKEM,Honda Activa Worlds Largest Two Wheeler Manufacturing Plant | Auto & Gadget Show,"Sandesh News brings to you the Auto & Gadget Show.Program based on Automobiles world. Catch our latest reviews, previews and expert advise on new launched Car & Bikes.

This time we brings you the tour to Honda Activa's - Worlds largest scooter manufacturing plant in Gujarat.


Subscribe Here for More News & Updates: 

Follow us on 
Facebook :
Twitter : 

For Updates on your Phone download our app from Playstore 
: ",Manufacturing
11,9j35UjXNk0,Conveyor assembly for KTM Duke,,Manufacturing
12,KrWA9vrxhyE,BMW Motorcycle Assembly - Berlin Plant,"BMW Motorcycle Assembly Berlin Plant. BMW HP4 and BMW R 1200 GS Assembly. Subscribe.

Watch! BMW R 1200 GS Engine Production 
BMW Motorcycles Assembling  
BMW Motorcycle Engine Assembly  
BMW Motorcycle Engines Mechanical Production ",Manufacturing
13,4DKkueqcKmQ,How Are Carbon Fibre Bikes Made? | LOOK Cycle Factory Tour,"How is a carbon fibre road bike made? Well, look no further... GCN takes a look around the LOOK Cycle headquarters in France and their production facility in Tunisia, to get a thorough insight into the manufacture of carbon fiber road bikes.

In association with LOOK Cycle.

Shop GCN Winter Kit: 
Pre-Order Your Casual Winter Jackets Now! 
Subscribe to GCN: 
Register your interest in the GCN Club: 
Subscribe to GCN en Español: 

Submit your content with our new uploader: 
Join our Facebook community: 

Throughout Ollie's time away he learnt the intricate detail that goes into each and every LOOK bike and he was certainly pretty impressed. What did you find most interesting about the factory tour? Let us know in the comments below. 👇

If you enjoyed this video, make sure to give it a thumbs up and share it with your friends. 👍

If you'd like to contribute captions and video info in your language, here's the link - 

Watch more on GCN...
How To Build Your Own Bike 📹 

Music: Epidemic Sound
A Curious Nature 2 - Gunnar Johnsén
Colored Spirals 4 - Johannes Bornlöf
Globe Trekking 1 - Gavin Luke
Guitars De France 3 - Stefan Netsman
Horror Trailer 10 T60 - Magnus Ringblom
Pianola - Lonov 
Tuned In 2 - Magnus Ringblom
Your Wave - Cospe
Reversed Beginning - Luwaks
Ecstatic (Instrumental Version) - Wildson
En El Auto - Bassio
You've Got Me Falling (Instrumental Version) - Sebastian Forslund
Straight Out The Basement 3 - Axel Ljung
Mind - Mar Vei (1)

Photos: © Velo Collection (TDW) / Getty Images & © Bettiniphoto / 

About GCN:

The Global Cycling Network puts you in the centre of the action: from the iconic climbs of Alpe D’Huez and Mont Ventoux to the cobbles of Flanders, everywhere there is road or pavé, world-class racing and pro riders, we will be there bringing you action, analysis and unparalleled access every week, every month, and every year. We show you how to be a better cyclist with our bike maintenance videos, tips for improving your cycling, cycling top tens, and not forgetting the weekly GCN Show. Join us on YouTube’s biggest and best cycling channel to get closer to the action and improve your riding!

Welcome to the Global Cycling Network | Inside cycling

Thanks to our sponsors:

Alta Badia:  // Maratona Dles Dolomites: 
Assos of Switzerland: 
KASK helmets: 
fi’zi:k shoes and saddles:  and 
Wiggle: 
Topeak tools: 
Canyon bikes: 
Quarq: 
Orbea bikes: 
Trek Bicycles: 
Vision wheels: 
Zipp wheels: 
power2max: 
Wahoo Fitness:  
Park Tool: 
Continental tyres: 
Camelbak: 

Suscribirse a GCN en Español: 
The GCN Club - 
YouTube Channel - 
Facebook - 
Instagram - 
Google+ - 
Twitter - 
GMBN Tech - 
GCN Tech - 
EMBN - 

Leave us a comment below!",Manufacturing
14,OBmn60rE03,How Its Made Electric Motorcycles,,Manufacturing
15,JOwKyThAw2M,Off Season Show 5 – MotoGP stripped bare and uncensored,"No screens and no garage doors – This is how a MotoGP bike is built!

Subscribe to MotoGP on YouTube: 
Visit The Official Website: 
Official App on iTunes: 
Official App on Google Play: 
Like MotoGP on Facebook: 
Follow MotoGP on Twitter: 
Buy the Official MotoGP Merchandise: ",Manufacturing
16,TPG6i4nqxFg,Escorts Yamaha Motors factory : Make in India manufacturing,"Yamaha motorbike's engines being made at Escorts Yamaha Motors factory in India. See the workers attach kick, piston, head and other parts of the engine. 

Yamaha  Rx 100 was a 98.2cc 2-stroke single cylinder air-cooled engine motorbike the power production of the bike was massive and it was tagged as the best performer in the 100 cc segment at its time.   

This footage is part of the broadcast stock footage archive of Wilderness Films India Ltd., the largest collection of HD imagery from South Asia. The collection comprises of 150, 000+ hours of high quality broadcast imagery, mostly shot on 4K, 200 fps slow motion, Full HD, HDCAM 1080i High Definition, Alexa and XDCAM. Write to us for licensing this footage on a broadcast format, for use in your production! We are happy to be commissioned to film for you or else provide you with broadcast crewing and production solutions across South Asia. We pride ourselves in bringing the best of India and South Asia to the world... 

Please subscribe to our channel wildfilmsindia on Youtube  www.youtube.com/wildfilmsindia for a steady stream of videos from across India. Also, visit and enjoy your journey across India at www.clipahoy.com , India's first video-based social networking experience.

Reach us at rupindang [at] gmail [dot] com and admin@wildfilmsindia.com

To SUBSCRIBE click the below link:
www.youtube.com/subscription_center?add_user=WildFilmsIndia

Like & Follow Us on:
Facebook: www.facebook.com/WildernessFilmsIndiaLimited
Website: www.wildfilmsindia.com",Manufacturing
17,Q4AuIFqneUU,Royal Enfield Manufacturing Process Plant - Chennai,"Royal Enfield Manufacturing Process Plant Chennai / Full bullet making process /RE Plant Channai

Royal Enfield has begun commercial production at its new manufacturing facility at Vallam Vadagal near Chennai, Tamil Nadu, India. Spread over 50 acres, the plant is the bike maker's third manufacturing facility and will manufacture Royal Enfield motorcycles for India and international markets.

Construction of the new facility started 15 months back and has been completed in record time. The new facility has been benchmarked to the highest level of quality and productivity. The manufacturing capacity in this facility will enable the company to meet its next level of growth.

In the first phase, the state-of-the-art plant kicks off with an installed production capacity of 300,000 motorcycles. In FY2017-18, the combined production capacity from all the three plants is planned to be 8,25,000 units. In FY2016-17, Royal Enfield produced and sold 6,67,135 motorcycles, nearing its installed capacity. The company’s sales have grown at a compounded rate of over 55 percent over the past six years. According to Royal Enfield, its order book continues to be strong and there is a large unmet demand. In FY2017-18, it plans to invest Rs 800 crore, largely towards capacity expansion at Vallam Vadagal, new products and platforms, and setting up of technical centres in Leicester, UK and Chennai, India. This investment will be funded through internal accruals.

Recently, Bajaj Auto formed an alliance with Triumph Motorcycles to enter the mid-sized motorcycle space. There are a number of other domestic OEMs also eyeing this segment. The capacity expansion is also part of Royal Enfield’s strategy to prepare itself to face competition.

 ",Manufacturing
18,UJVD1wDfl0Q,Bajaj Boxer Manufacturing Plant Film,,Manufacturing
19,V8HAsLURW,How Its Made / Season 23 Episode 13 / Mountain Bikes,And this is how they do it! Not the best frame in particular but the process is the same. Have to admit it takes a couple of long hours to make a proper decent bike.,Manufacturing
20,B11Gfia57zI,"BUILD OF STUNT BIKE, pt 1 | 2017 Duke 250 | RokON VLOG #32","FOLLOW ME ON INSTAGRAM: https://www.instagram.com/rokbagoros/

Building of a brand new stunt bike 2017 KTM Duke 250. In three parts I will show you how to transform your bike into stunt machine. As always there is also a action included - this time I'm totally dedicated to learn a trick I've been practicing for a while. Enjoy the moto action. RokON!

Rok Bagoros Parts: 
_____
Add subtitles in your language: 
_____
Follow me here for more cool RokON stories:

Facebook:  
Instagram: 
Web:  
_____
My name is Rok Bagoros and I am a pro freestyle streetbike rider. I began riding bikes when I was 17 and turned pro after 4 years when I signed a contract with KTM Factory. Since then my life changed and I started to travel the world to perform my freestyle live shows and competitions. On my channel I try to show you how my life looks like on and of the bike. 
I performed in Asia, South America, Europe and Middle East on the mayor events like MotoGP, Red Bull Air Race, DTM, Salon de Automovil Chile, Internatonal moto expo, EICMA, etc. On the other side I have been a stunt double for different artist like Robbie Williams and Neisha. My motosport idols are: Ken Block, Travis Pastrana, Chris Pfeiffer.",Manufacturing
21,MYKHY9xko7,[NEWS] KTM Factory Production Line - Engine Plant Austria,"Thanks Broo....
Subscribe ya...

Follow :
Twitter : 
G+ : ",Manufacturing
22,9Rm38eHk5gA,Honda Italy: Atessa Motorcycle Production,"HIA Atessa - Motorcycle Production Video Resource, no commentary.
The Definitive Owner's Resource: ",Manufacturing
23,YPx-pvngMA,Giant - Inside The Giant Bike Factory,Giant - Inside The Giant Bike Factory,Manufacturing
24,fjQ6Gdk-QY,BMW Motorcycles Production,BMW Motorcycles Production. Subscribe.,Manufacturing
25,qSpy3tdTEhk,KTM DUKE BIKE Making Video,"Hlo friends watch my video but this video is not mine this video was uploaded by Rogbagorosstunrider. Ktm duke is awesome bike with TFT Display ...
As an absolute first in its class, the 390 DUKE boasts a glorious TFT display. This multicolor combination of relevant information presents all relevant data in a clear-cut, uncluttered way. As you rev the engine, the display bars change color, either spurring you on or telling you to back off when the engine’s still cold. The display also automatically adapts its illumination to the ambient ligh. Form and function are integrated beautifully in the 390 DUKE. Take the LED headlight for example, a highlight in this bike’s design and a clear referral to the 1290 SUPER DUKE R. It combines optimal illumination of the near field with maximum light output. And the parking light, which consists of 20 LEDs, ensures that the motorcycle is perceived better and is more differentiated by other traffic users, thus offering massive safety benefits.
Buy KTM DUKE 390 from here : 
Subscribe Rogbagorosstunrider channel: 
I made this video from az screen Recorder Download link below here :

My Facebook page: 
Subscribe my YouTube channel Everything Studio : 
Thanx To watch my video .
Thanx to youtube and Rogbagorosstunrider channel.
This video is available for reuse ..",Manufacturing
26,3Yn5kIpIrv0,Fuji-Ta/Battle Bike OEM - China's largest bicycle manufacturer,"Tianjin Fuji-ta Bicycle Co,Ltd official website:http://www.fuji-ta.com/ .It is the world's most productive bike factory,2014 Fushida Group Bicycles annual sales have exceeded 12 million, accounting for about 12 to 15 percent of China's bicycle industry's total output, accounting for 8-10% of the world bicycle production, and now various models of bicycle production capacity of up to 20 million years in the bike OEM leader. For more information, please attention:www.fuji-ta.com",Manufacturing
27,5ySnoQ88EU,Seven Cycles - Factory Tour,Get A Grip Cycles tours the Seven Cycles Factory.  See how Seven Cycles builds custom bicycles.  From tubing selection to final paint.,Manufacturing
28,MGXMblFLlF,Atlas Bicycle Factory in India,"Engineers design a bicycle on AutoCAD software at a factory of Atlas Cycles in Gurgaon, India. A worker dips a wheel in a solution in order to clean it and hangs it on the assembly line. 

Workers dip cycle body, crank in a salt solution for a rust proof coating. They cut extra edges of the mud-guard and paint them partially in white. 

Atlas is one of the top bicycle producing companies in the world, with a capacity to produce 4 million bicycles per year. Today, Atlas has earned not only brand loyalty but also millions of satisfied customers in India and abroad.

Atlas, Sahibabad has a huge manufacturing facility located at Sahibabad. It has a production line capable of producing more than 4 million cycles per annum. In a very short span of time, Atlas, Sahibabad has developed its production unit into a hi-tech, state of the art facility with all the latest machine and instruments essential for producing sophisticated and high-quality bicycles. Automated hi-technology machines and state-of-the-art infrastructure ensures precision engineering, optimum application of manpower, and obtaining the value of time. Accuracy is maintained at the decimal level.

Source : 

This footage is part of the broadcast stock footage archive of Wilderness Films India Ltd., the largest collection of HD imagery from South Asia. The collection comprises of 150, 000+ hours of high quality broadcast imagery, mostly shot on 4K, 200 fps slow motion, Full HD, HDCAM 1080i High Definition, Alexa and XDCAM. Write to us for licensing this footage on a broadcast format, for use in your production! We are happy to be commissioned to film for you or else provide you with broadcast crewing and production solutions across South Asia. We pride ourselves in bringing the best of India and South Asia to the world... 

Please subscribe to our channel wildfilmsindia on Youtube  www.youtube.com/wildfilmsindia for a steady stream of videos from across India. Also, visit and enjoy your journey across India at www.clipahoy.com , India's first video-based social networking experience.

Reach us at rupindang [at] gmail [dot] com and admin@wildfilmsindia.com

To SUBSCRIBE click the below link:
www.youtube.com/subscription_center?add_user=WildFilmsIndia

Like & Follow Us on:
Facebook: www.facebook.com/WildernessFilmsIndiaLimited
Website: www.wildfilmsindia.com",Manufacturing
29,x1Mvx7mRpSQ,MANUFACTURING ADVENTURE MOTORCYCLE PANNIERS,"***PLEASE NOTE THAT THESE BOXES HAVE BEEN DISCONTINUED IS FAVOR OF A HIGHER QUALITY DESIGN***
Manufacturing  aluminum panniers for adventure motorcycles. $340 per set. To order, Call SOLOBOX 360-840-7139 More info below:

Please click the 'subscribe' button and share this video with your riding buddies and 'like' my Facebook Page:


$555 Complete pannier/rack combos available for:
KLR650
DR650
V-Strom650
BMW Airheads

Shop # 360-840-7139

$340 per set boxes available in 2 sizes

$185 Helmet top box

Ride Safe Everyone!!!!!!!!!!!!!",Manufacturing
30,ALP4RebtZTU,electric bike manufacturer in China- JOBO,JOBO is a professional electric bike manufacturer in China started from the year 1999. JOBO complies to  ISO9001:2008 with very strict quality control system. The electric bikes made in JOBO are very high cost- Effective.,Manufacturing
31,FaxRQh03BO,How a Bicycle is Made (1945),"A film released on 1945 talking about the design and manufacture of bicycles.
The film is set in the Raleigh bicycle factory in Nottingham, UK.
This film is filed in the (and propery of) British Council Film Collection and is exhibited here for sharing purposes only.",Manufacturing
32,EMm6AMPcq8k,How It's Made Carbon Fiber Bicycles,,Manufacturing
33,4jp_BGaDyIQ,How MOTORCYCLE HELMETS are Made ?,"►Sunglasses: https://goo.gl/BQ5vWC
    10% Off Use PromoCode: JS10

Hey, guys, this is Jasminder Singh (Jaysn) & thank you for taking out time to watch my video. Do ""LIKE"" the video if you enjoyed watching or Do ""COMMENT"" if you want to Suggest something or Appreciate my efforts.

|-------------------------------------------|
 PRODUCTS I LOVE TO USE
|-------------------------------------------|

►MI Smartwatch: 
►New MI Smartwatch: 


 |---------------------------------|
  MY CAMERA SETUP 
 |---------------------------------|

✔(1) VLOGGING Camera Details;
----------------------------------------------------

►DSLR Camera: 
►RODE Audio Mic: 
►JOBY GorillaPod : 
►CAMERA BagPack: 

✔(2) MOTOVLOGGING Camera Details;
---------------------------------------------------------------

►GoPro Hero 6 : 
     Audio Adapter : 
►SJCAM 8 Pro:  (Latest Addition)
►SJCAM 7 Star:  
►SJCAM 6 Legend :   
►External MIC: 

✉ Business Inquiries, Sponsors & Collaboration email: jsfilmsindia@gmail.com

⚡ My Website: 

✏ In case of any suggestion/feedback use this form: 

|---------------------------❤❤❤❤❤------------------------|
Don't Forget to ""SUBSCRIBE"" and ""SHARE""
|---------------------------❤❤❤❤❤------------------------|

✔""FOLLOW ME""

►Facebook : 
►Instagram: 
►Twitter: ",Manufacturing
34,Z_p_ICueaY,Honda factory -CBR,,Manufacturing
35,ZUu7Ma3Dv8A,Santa Cruz Bicycles HQ Factory Tour,"You'll be surprised at what happens behind the offices and showroom at Santa Cruz Bicycles' headquarters. There's an entire assembly and prototyping factory back there, with the ability to build rideable carbon fiber and alloy prototype frames and components!",Manufacturing
36,ARb1eGT06H,BMW Motorcycle Engine Assembly,BMW Motorcycle Engine Assembly. Subscribe.,Manufacturing
37,6m8PmMQK76,Early Motorcycle Manufacture - The Rover Imperial (*silent movie),"Subscribe to our channel: http://bit.ly/2kKTBIM

www.iomtt.com

Grab yourself a brew, sit back and watch this enchanting video of a Rover motorcycle being constructed back in the good old days of hand crafted machinery.  From casting the cylinders to machining the crank and assembling the engine, this a wonderful insight into the vintage days of building motorcycles for the road.  And keep your eye out for the test rider who hits the water feature with a little bit too much gusto!

The Rover company began to develop and produced the Rover Imperial motorcycle in November 1902. This was a 3.5hp diamond-framed motorcycle with the engine in the centre and 'springer' front forks, an improvement ahead of its time. The first Rover motorcycle had innovative features such as a spray carburettor, a bottom-bracket engine, and mechanically operated valves. Featuring a strong frame with double front down tubes and a good quality finish, over a thousand Rover motorcycles were sold in 1904.

Check us out on facebook: 
Follow us on Twitter: 
Like us on Instagram: ",Manufacturing
38,Acnl6KYRS,2018 new TVS Apache RR310 (India) factory production promo video,"2018 new TVS Apache RR310 (India) factory production promo video
TVS Apache RR 310 by TVS Motor launch
Unveiling the new TVS Apache RR 310 at the launch, Mr. Sudarshan Venu, Joint Managing Director, TVS Motor Company said, “The launch of TVS Apache RR 310 marks a major milestone, as it ushers in a new era at TVS Motor Company. Our endeavour is to fulfill the aspirations of discerning customers by offering high-quality, technologically-innovative products. The TVS Apache RR 310 is the most advanced and exclusive offering in our product portfolio, as it is a manifestation of 35 years of learnings from the race track, coupled with cutting-edge technology. We are confident that customers will find it to be a perfect combination of racecraft technology and riding dynamics.”
Speaking at the launch, Mr. KN Radhakrishnan, President & Chief Executive Officer, TVS Motor Company, said, “Today is a proud moment for us at TVS Motor Company. Driven by our promise of delivering more to customers than their expectations, TVS Apache RR 310 is the beginning of our breakthrough into the super-premium category. We started building our premium brand - Apache RTR with 150cc and succeeded in raising the customer aspirations with 180cc and 200cc bikes. TVS Apache RR 310 is another step in our effort to deliver beyond customers’ expectations and offering them a chance to upgrade from premium to super-premium category.” 
The TVS Apache RR 310 gets a 312cc, single-cylinder, 4-stroke, 4-valve, liquid-cooled engine that churns out 34 PS@9700 rpm and 27.3 NM@7700 rpm. The engine is mated to a 6-speed super-slick gear box that offers a precise and sharp race-shift experience. The motorcycle boasts of a top speed of 160 kmph, and acceleration from 0-to-60 kmph in just 2.9 seconds, thanks to an advanced aerodynamics package that promises the lowest coefficient of drag in this segment.
Staying true to 35 years of TVS Racing pedigree, TVS Apache RR 310 comes with an all-new, race origin, light-weight trellis-frame chassis for enhanced stiffness in straights, and flex for dynamic cornering capability, that result in best-in-class riding dynamics. The motorcycle uses a unique reverse inclined DOHC (double overhead cam) engine with LCOC (liquid-cooled oil coolant) technology. This facilitates a compact layout for an ideal power-to-weight ratio and better mass centralization.
The TVS Apache RR 310 is equipped with a race-inspired vertical speedo-cum-tachometer with 18 racing tell-tale diagnostics, and a comprehensive post-ride analysis. The motorcycle is fitted with first-in-class bi-LED twin projector head lamps for maximum reach and visibility. It is also outfitted with Michelin Street Sport tyres, and is the first sub-500cc motorcycle to use these.
TVS Apache RR 310 sports a fully-faired, sporty design with superior ergonomics to ensure maximum ride comfort. The Thermal Management System on the motorcycle is fitted with a special gill profile to shield the rider’s leg from engine heat, and aids better heat dissipation. To accentuate the handling and ride experience, the TVS Apache RR 310 gets the Race Spec KYB Suspension that is tested and tuned by MotoGP experts. Both, Anti-Lock Braking System (ABS) and Electronic Fuel Injection (EFI) system, will be available as standard on the TVS Apache RR 310. The motorcycle comes in 2 impressive colours – Racing Red and Sinister Black.

SPECIFICATIONS
ENGINE
Type : single cylinder, 4 stroke, liquid cooled, 4 valve
Engine capacity : 312.2cc
Cylinder arrangement: Single
Maximum power: 25 kW @ 9700 engine rpm (34 PS @ 9700 engine rpm)
Maximum torque: 27.3 Nm @ 7700 engine rpm
Bore: 80 mm
Stroke: 62.1 mm
Injection: Bosch - Closed loop
Bore to stroke ratio: 1.29
Valve per cylinder: 4 valves
Starting: Electric start
Idle speed: 1700 + 200rpm
IgnitionMapped ignition system
Power to weight ratio0.147 kW/kg
Compression ratio: 10.9 : 1
Air filter: Dry paper filter
Cooling system: Liquid cooled
Muffler: Single pipe and single body design
Clutch: Wet multi-plate - 9 plate design
Gear box: 6 speed gear box
Rear suspension: Two arm aluminium swingarm Monotube floating piston gas assisted shock absorber
Frame: Trellis frame
Front suspension: Inverted cartridge telescopic fork

PERFORMANCE
Max speed : 160 km/h
Acceleration : 0-2sec in km/h46.77 km/h
0-60km/h (time in sec) : 2.92s
0-100km/h (time in sec) : 7.17s

WEIGHTS
Kerb Weight : 169.5 kg
Max payload : 130 kg

BRAKE
Front: Disc 300mm Petal type
Rear: Disc 240mm Petal type
Brake Fluid: DOT 4

WHEEL AND TYRE
Rim size (front) : MT 3.0x17
Rim size (rear) : MT 4.0x17
Tyre size (front) : 110/70-R17 M/C 54H Tubeless
Tyre size (rear) : 150/60-R17 M/C 66H Tubeless

DIMENSION
Height: 1135 mm
Length: 2001 mm
Width: 786 mm
Wheelbase: 1365 mm
Ground Clearance: 180 mm
Saddle Height: 810 mm

FUEL TANK CAPACITY
Full: 11 litres
Reserve: NA

ELECTRICAL
Battery: 12V, 8Ah
Headlamp: Twin projector LED, 30 W @ 13 V
Tail lamp: LED 4 W",Manufacturing
39,1MUM9H6NI4,How It's Made Electric Bike In India - Inside Electric Bike Manufacturing Company,"In This Video We visit Tunwal E-Vehicle - Electric Bikes Manufacturing Factory. Here you will see how electric bikes made in Indian Factory. In video we also review Tunwal E-Vehicle electirc bikes like Strom Zx, Elektrika 48 and Sport 63.

We also mentioned special Tunwal electric bike features like, Anti Theft Alarm, Electric Bike Motor Locking System. Tunwal E Bikes comes with High Mileage capacity. You can run upto 150km in single charge.

For Electric Bike Dealership Inquiry Contact Us Now:

Visit Our Official Site: 

08758902519 - 

Unbox Factory Season - 1 - 

How It's Made Season -1 - 

Unbox Factory Season - 2 - 

Unbox Factory Season - 3 - 

For Any other Enquiry Contact Us: info@pixtechno.com


Share, Support, Subscribe!!!

Subscribe: 

Facebook: 

Twitter: 

About: Hindustan Factory is a YouTube channel. Where We share information about How it's made in India. We visit Indian Factory and make an informative video on it.",Manufacturing
40,T4yS5wTkY0,Trek carbon bicycles - the manufacturing,"From ""Who Knew"" on NatGeo this features the engineering of the Trek Madone, one of the lightest bikes in the industry.",Manufacturing
41,FkTe-Ro06_U,Motorcycle Manufacturing Process in Pakistan,"Watch short documentary How Motorcycle is Made in Pakistan.
Video Credit: Crown Motor Company Sadiqabad",Manufacturing
42,LJ46J3NQIVg,Scott Advert Offers a Detailed View of the Carbon Fiber Manufacturing Process,Scott Advert Offers a Detailed View of the Carbon Fiber Manufacturing Process,Manufacturing
43,1vvcXfMHlY,Bike frame manufacturer - Bicycle frame manufacturer - Steel bike frame in Maxway,"Bike frame manufacturer, Bicycle frame manufacturer, Steel bike frame - MAXWAY: http://www.maxway.com.tw/
►Bike frame: http://www.maxway.com.tw/product.htm
►Road Racing: 
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
►Company Profile:
We are a bicycle frame manufacturer and have been in this industry for  over 20 years. 
Our company was founded in 1987 and as a skilled frame maker, we specialize in producing various types of Top-End frames in steel, aluminum and carbon fiber composite materials. From conventional hardtail, suspension, recumbent, electrical, trial, dual slalom and BMX...to whatever you can name it, we are able to make it.
We currently supply to global customers.  Many of them are reputed bicycle assemblers, such as Jamis, DMR, Ritchey, Surly, Salsa, Dawes, Greenspeed, Rans,  VooDoo .... and so on.
We take pride in having the best quality of products in the industry and in having meticulous control over quality and production.  Constant research and development is our pursuit so that we can offer a  diversified product and meet customer's needs.
We are fully confident about doing the greatest job for our customers.  We know what it takes to provide the best quality of product at very competitive pricing, and get it fast delivered fast to customers. As a customer of Maxway, you are assured of receiving the highest quality product at a reasonable price in short lead-time.
Bike frame manufacturer - Bicycle frame manufacturer - Steel bike frame - steel bicycle frame - cycling frame manufacturer in Maxway 

►Contact us:

TEL: 886-4-26815668 / FAX: 886-4-26816448 / Email: maxway@mail.maxway.com.tw
Address: No.139-3, Dongming Road, Dajia Dist. Taichung City 43773, Taiwan R.O.C.",Manufacturing
44,Qbc0okKUv-,How do they make bicycle frames? Bike Frame production line. www.metal-bike.com,"How do they make bicycle frames?
How is a bike frame made?

What is the best material for a bike frame?

Steel. The most traditional frame material, steel has been used by frame builders for over a century.

Aluminum. Aluminum was first used in frame construction in 1895.

Titanium. Titanium (also called ""ti"") is one of the longest lasting, strongest, and most expensive frame materials.

Carbon Fiber.

Why is Aluminium used for bicycles?

Due to their durability, rust resistance, stability and low weight, aluminum frames can suit the needs of a range of riders. 

While the benefits of an aluminum frame may not compare with those of some titanium and carbon fiber bikes, frames made with aluminum are substantially less expensive.

Frames can also be made from even bamboo and cardboard.

s.tirdad@metal-bike.com     0086-18934323308

Foshan Metal Al-Alloy Science & Tech Co., Ltd. 
www.metal-bike.com         metal-bike.en.alibaba.com",Manufacturing
45,EICpmw1avR4,How Bike Handlebars Are Made,"Back in 2011 we got to see the inner workings of Spank's handlebar manufacturing process. Luckily we also took a full camera team and were able to make this video to show you guys how it was made.

We'll check back soon and see if the process has changed...

Check out more on Pinkbike!

Subscribe for more content from the pulse of mountain biking.

Website - 
Facebook - 
Instagram - 
Youtube - ",Manufacturing
46,SqXjKNHIM,Bike Chassis number to know how old is the bike..? Hindi,"Dosto video ko dekhne ke bad aap bhi apni bike ka chassis no. Dekh kar pata kar paynge ki bike kitne saal purani hai 
Or uski manufacturing kab hui...


So please video ko end tak dekhe.

Video Pasand Aaye To Plz Humare Facebook Page "" TECH Energy ' Ko Jarur Like Kar Le Aur Video Ko Share Karna Bilkul Bhi Na Bhule.

Humari video ko plz share kare
Agar apko humari videos ko samjne me koi bhi dikkat aa rhi ho to hume comment kar ke jarur btaye

YouTube Link - 

Aap mere dusre Vlogging channel ( PADHARO MHARE DESH )ko bhi subscribe kar sakte hai
Youtube Follow Link- 




Or aap hume facebook, twitter instagram pr bhi follow kr skte h

Facebook Page - 

Facebook My Self - 

Twitter - 

Instagram - 

|| Tech Energy || techenergy",Manufacturing
47,NE33Rq0t9ZY,Behind the Scenes: Trek Bikes,"INSIDE TREK: Take a tour through the Trek HQ in Waterloo, WI. Check out how the TREK-bikes are developed, carbon frames are made and see the custom painting procedure.


Full Report: ",Manufacturing
48,EM0N4dzewIg,"Sneak peek: GIANT bike factory Taiwan, production line 捷安特 巨大","How are Giant bikes made? A look into the factory in Taichung, Taiwan. MORE FOOTAGE: http://youtu.be/L-dDP_fXUoE Video INTERVIEW with the CEO:  

More about him: 

Info on Taiwan's minimum wage: 



Thanks for watching & sharing!",Manufacturing
